"","topic","country","ngo","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","error","moderationStatus"
"52","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","arkadiusz burzyński","https://yt3.ggpht.com/-_6h-LkE6KA4/AAAAAAAAAAI/AAAAAAAAAAA/irh1Fh8Vpkc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCD62SbTCG6coRs84RG64-Ig","UCD62SbTCG6coRs84RG64-Ig","NLi6Eb6N4lc","bylem","bylem","TRUE","none","1",2017-12-09 23:50:59,2017-12-09 23:50:59,NA,NA
"53","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Nuclearwaves","https://yt3.ggpht.com/-XZ0-xNCEMBg/AAAAAAAAAAI/AAAAAAAAAAA/qQcKFfdxhK8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCib_O3Lv7FsjMSCnhuzelkw","UCib_O3Lv7FsjMSCnhuzelkw","NLi6Eb6N4lc","<a href=""https://www.youtube.com/watch?v=ViaK1Pfo6JE"">https://www.youtube.com/watch?v=ViaK1Pfo6JE</a>","https://www.youtube.com/watch?v=ViaK1Pfo6JE","TRUE","none","0",2017-12-09 14:43:45,2017-12-09 14:43:45,NA,NA
"54","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","jUliA niichan","https://yt3.ggpht.com/-oQti4vzhq7w/AAAAAAAAAAI/AAAAAAAAAAA/9o3Gq6TzzPQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCwCRm5a9-infkrrqPtqVe7g","UCwCRm5a9-infkrrqPtqVe7g","NLi6Eb6N4lc","Unia Europejska chce nam to wszystko odebrac-tożsamość narodową, którą zastępują nienawiścią i lewactwem. Precz z UE!","Unia Europejska chce nam to wszystko odebrac-tożsamość narodową, którą zastępują nienawiścią i lewactwem. Precz z UE!","TRUE","none","2",2017-12-03 16:21:49,2017-12-03 16:21:49,NA,NA
"55","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","janusz krakowiak","https://yt3.ggpht.com/-L11YZ0bCzEE/AAAAAAAAAAI/AAAAAAAAAAA/vcUGMZaB9cM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC1XBI8j6AZv_o9lQ3dGvQNQ","UC1XBI8j6AZv_o9lQ3dGvQNQ","NLi6Eb6N4lc","jestem dumny że jestem Polakiem","jestem dumny że jestem Polakiem","TRUE","none","5",2017-12-02 21:21:52,2017-12-02 21:21:52,NA,NA
"56","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","krzysztof bahrij","https://yt3.ggpht.com/-z_dnmDwGqdE/AAAAAAAAAAI/AAAAAAAAAAA/t00GSxq4Fp4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC6mqfPNRiJJnilfBBrCDc1Q","UC6mqfPNRiJJnilfBBrCDc1Q","NLi6Eb6N4lc","Nie Umiem Nic powiedziec......Wole Milczec.....Dziekuje KOCHAM Polakow ❤❤❤","Nie Umiem Nic powiedziec......Wole Milczec.....Dziekuje KOCHAM Polakow ❤❤❤","TRUE","none","4",2017-12-02 15:54:56,2017-12-02 15:54:56,NA,NA
"57","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Małgorzata Makowska","https://yt3.ggpht.com/-1feISKUhJ5Q/AAAAAAAAAAI/AAAAAAAAAAA/7cm7286GcIU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCXh5K9x3qb7Oo8Di2p5LMGg","UCXh5K9x3qb7Oo8Di2p5LMGg","NLi6Eb6N4lc","BYLAM WIDZIALAM PRZEZYLAM   WIELKA PATRIOTYCZNA  JEDNOSC.BOG HONOR OJCZYZNA ,DLA MNIE WIELKIE WARTOSCI  POZDRAWIAM PATRIOTOW,DO ZOBACZENIA ZA ROK.","BYLAM WIDZIALAM PRZEZYLAM   WIELKA PATRIOTYCZNA  JEDNOSC.BOG HONOR OJCZYZNA ,DLA MNIE WIELKIE WARTOSCI  POZDRAWIAM PATRIOTOW,DO ZOBACZENIA ZA ROK.","TRUE","none","6",2017-12-02 12:38:20,2017-12-02 12:38:20,NA,NA
"58","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Antonio Morena","https://yt3.ggpht.com/-EEkiiP9mqvQ/AAAAAAAAAAI/AAAAAAAAAAA/DglOlRt-faA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC5TWjJ5D_5iHkU9JNyTiwtw","UC5TWjJ5D_5iHkU9JNyTiwtw","NLi6Eb6N4lc","INFORMOWAĆ POLAKÓW. LUDZIE NIE SĄ GŁUPI, WYSTARCZY TYLKO PRZEKAZYWAĆ INFORMACJE.<br /><a href=""https://youtu.be/oG7edr-XVvY?t=2h58m22s"">https://youtu.be/oG7edr-XVvY?t=2h58m22s</a>","INFORMOWAĆ POLAKÓW. LUDZIE NIE SĄ GŁUPI, WYSTARCZY TYLKO PRZEKAZYWAĆ INFORMACJE.
https://youtu.be/oG7edr-XVvY?t=2h58m22s","TRUE","none","1",2017-12-02 12:21:32,2017-12-02 12:21:32,NA,NA
"59","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Antonio Morena","https://yt3.ggpht.com/-EEkiiP9mqvQ/AAAAAAAAAAI/AAAAAAAAAAA/DglOlRt-faA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC5TWjJ5D_5iHkU9JNyTiwtw","UC5TWjJ5D_5iHkU9JNyTiwtw","NLi6Eb6N4lc","UKRYTY HOLOCAKUST NARODU POLSKIEGO ! NAJPIERW POLSKIE DZIECI, POTEM DOROŚLI.<br /><a href=""https://www.youtube.com/watch?v=uuW-h8MLOTk"">https://www.youtube.com/watch?v=uuW-h8MLOTk</a>","UKRYTY HOLOCAKUST NARODU POLSKIEGO ! NAJPIERW POLSKIE DZIECI, POTEM DOROŚLI.
https://www.youtube.com/watch?v=uuW-h8MLOTk","TRUE","none","2",2017-12-02 11:53:20,2017-12-02 11:53:20,NA,NA
"60","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Marek Klusek","https://yt3.ggpht.com/-6FBdQQ1-gQU/AAAAAAAAAAI/AAAAAAAAAAA/gvBrmkY-MD4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCLNbsAkeowH8VFOohCKvkKw","UCLNbsAkeowH8VFOohCKvkKw","NLi6Eb6N4lc","Cześć Wielkiej Polsce!","Cześć Wielkiej Polsce!","TRUE","none","3",2017-12-01 19:57:51,2017-12-01 19:57:51,NA,NA
"61","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Koko Kokowski","https://yt3.ggpht.com/-69BVSms76ng/AAAAAAAAAAI/AAAAAAAAAAA/Z5XGNmogvBY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCHaXHNlkYvarjx3oyfJrR6Q","UCHaXHNlkYvarjx3oyfJrR6Q","NLi6Eb6N4lc","15 lewackich kurew musiało dać łape w dół!!!!","15 lewackich kurew musiało dać łape w dół!!!!","TRUE","none","2",2017-12-01 19:28:54,2017-12-01 19:28:54,NA,NA
"62","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","monika zalewska Zalewska","https://yt3.ggpht.com/-dhrj_TdaR_k/AAAAAAAAAAI/AAAAAAAAAAA/RjwCdETXpXU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCZ9eYt8lFV2R9RzkWOJkf0w","UCZ9eYt8lFV2R9RzkWOJkf0w","NLi6Eb6N4lc","te 15- to kakrocie chzarsko- banderowskie zwykly lachy!","te 15- to kakrocie chzarsko- banderowskie zwykly lachy!","TRUE","none","0",2017-12-01 02:52:01,2017-12-01 02:52:01,NA,NA
"63","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","ĆwieQ Official","https://yt3.ggpht.com/-tb0ivtMBjdg/AAAAAAAAAAI/AAAAAAAAAAA/OFgPguwjoDI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCYMyGs4nnkybDKvBuXJ4Ozg","UCYMyGs4nnkybDKvBuXJ4Ozg","NLi6Eb6N4lc","ONR to bezmózgie bydło,które by chciało sie tylko napierdalać tak samo jak kibole tylko,że w imie ojczyzny przejawiając rasistowskie zapędy i tyle..","ONR to bezmózgie bydło,które by chciało sie tylko napierdalać tak samo jak kibole tylko,że w imie ojczyzny przejawiając rasistowskie zapędy i tyle..","TRUE","none","0",2017-11-30 22:47:21,2017-11-30 22:47:21,NA,NA
"64","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Jan Kowalski","https://yt3.ggpht.com/-LoMWkz4dAYM/AAAAAAAAAAI/AAAAAAAAAAA/tMgv8TkLH8E/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCeo8mDjzhqFBHO8vQgax0uw","UCeo8mDjzhqFBHO8vQgax0uw","NLi6Eb6N4lc","ROTA  NASZ   HYMN,NIE  MAZUREK  ,PIEKNE     SLOWA  ,NASZE   POLSKIE","ROTA  NASZ   HYMN,NIE  MAZUREK  ,PIEKNE     SLOWA  ,NASZE   POLSKIE","TRUE","none","9",2017-11-30 22:27:41,2017-11-30 22:28:45,NA,NA
"65","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","MondeXGO","https://yt3.ggpht.com/-nAin-AxfsL4/AAAAAAAAAAI/AAAAAAAAAAA/4XrhxSGk9qc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCjK51ODckOpmCmghnhuYqvA","UCjK51ODckOpmCmghnhuYqvA","NLi6Eb6N4lc","&quot;Marsz dla rodzin z dziećmi&quot;","""Marsz dla rodzin z dziećmi""","TRUE","none","1",2017-11-30 18:14:38,2017-11-30 18:14:38,NA,NA
"66","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","ZiutekS PL","https://yt3.ggpht.com/-6BsEM2T3bQs/AAAAAAAAAAI/AAAAAAAAAAA/cXIrR1iUmv8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCZ6yzJjYHmaCeO5GTYZFX4g","UCZ6yzJjYHmaCeO5GTYZFX4g","NLi6Eb6N4lc","Polak płakał jak śpiewał","Polak płakał jak śpiewał","TRUE","none","3",2017-11-30 17:42:34,2017-11-30 17:42:34,NA,NA
"67","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Ania Bartos","https://yt3.ggpht.com/-GC2-Z48SCGY/AAAAAAAAAAI/AAAAAAAAAAA/2fZoo6e1uPs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCLgXrlY7oIy4kVbGzEsx94A","UCLgXrlY7oIy4kVbGzEsx94A","NLi6Eb6N4lc","W Polskiej stolicy będzie pieknie.Już zdradzieckie lewackie zdradziejskie elity tego nie zatrzymają Ojczyzna to matka którą trzeba szanować .Uczmy tego nasze dzieci a Polska przetrwa i lewackie ścierwa i islamskie watachy<br />BÓG HONOR I OJCZYZNA<br />KAZDY MARSZ TO SPOLICZKOWANIE  ZLEWACZAŁEJ UNI EUROPEJSKIEJ RZUCIMY WROGIE UNIJNE LEWACJIE ZDRADZIECKIE ELITY NA PYSK","W Polskiej stolicy będzie pieknie.Już zdradzieckie lewackie zdradziejskie elity tego nie zatrzymają Ojczyzna to matka którą trzeba szanować .Uczmy tego nasze dzieci a Polska przetrwa i lewackie ścierwa i islamskie watachy
BÓG HONOR I OJCZYZNA
KAZDY MARSZ TO SPOLICZKOWANIE  ZLEWACZAŁEJ UNI EUROPEJSKIEJ RZUCIMY WROGIE UNIJNE LEWACJIE ZDRADZIECKIE ELITY NA PYSK","TRUE","none","5",2017-11-29 18:15:49,2017-11-29 18:31:15,NA,NA
"68","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Dariusz Karpinski","https://yt3.ggpht.com/-33cSu6cQRwg/AAAAAAAAAAI/AAAAAAAAAAA/eV-uuOTmkGI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCyghQuhOFS3r4URNwej1-5Q","UCyghQuhOFS3r4URNwej1-5Q","NLi6Eb6N4lc","Polski my naród Polski ród! Duma Duma Narodowa Duma!","Polski my naród Polski ród! Duma Duma Narodowa Duma!","TRUE","none","4",2017-11-29 17:40:30,2017-11-29 17:40:30,NA,NA
"69","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Max Stone","https://yt3.ggpht.com/-7UlIlhfC2Vw/AAAAAAAAAAI/AAAAAAAAAAA/nOgUcypB9tw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCowfG5FGKGoIbSY6KkkTXoQ","UCowfG5FGKGoIbSY6KkkTXoQ","NLi6Eb6N4lc","Byłem, zostałem opluty, bo miałem kowbojki, dżinsy i ramoneskę. Jestem motocyklistą, patriotą i nacjonalistą. Dalej wierze w Polskę, ale co raz mniej wierze w ludzi.","Byłem, zostałem opluty, bo miałem kowbojki, dżinsy i ramoneskę. Jestem motocyklistą, patriotą i nacjonalistą. Dalej wierze w Polskę, ale co raz mniej wierze w ludzi.","TRUE","none","1",2017-11-29 17:26:35,2017-11-29 17:26:35,NA,NA
"70","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Sigillum Militum","https://yt3.ggpht.com/--UcmiIYsras/AAAAAAAAAAI/AAAAAAAAAAA/lkEi8eFvfHI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCdOsEM2-miPfC3_24VxF74A","UCdOsEM2-miPfC3_24VxF74A","NLi6Eb6N4lc","<a href=""https://youtu.be/NjckzPgM2Qg"">https://youtu.be/NjckzPgM2Qg</a> ONR zainteresujcie się tą sprawą bo was to też dotyczy.","https://youtu.be/NjckzPgM2Qg ONR zainteresujcie się tą sprawą bo was to też dotyczy.","TRUE","none","0",2017-11-29 17:06:06,2017-11-29 17:06:06,NA,NA
"71","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Antonio Morena","https://yt3.ggpht.com/-EEkiiP9mqvQ/AAAAAAAAAAI/AAAAAAAAAAA/DglOlRt-faA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC5TWjJ5D_5iHkU9JNyTiwtw","UC5TWjJ5D_5iHkU9JNyTiwtw","NLi6Eb6N4lc","KURWA MAĆ ! JEST GRUBA SPRAWA ! ZABIĆ POLSKĘ ! ZABIĆ POLAKÓW ! SZCZEPIONKAMI Z NEUROTOKSYNAMI ! OD 01.12.2017 WCHODZI USTAWA PRZYGOTOWUJĄCA DO PRZYMUSOWYCH SZCZEPIEŃ DLA WSZYSTKICH POLAKÓW, BEZ WZGLĘDU NA WIEK !<br />TO SĄ NIEMIECKIE SZCZEPIONKI. LUDZIE W POLSCE, ZDROWE DZIECI I DOROŚLI JUŻ UMIERAJĄ PO PODOBNYCH. <br />KURWA MAĆ ! OBUDŹCIE SIĘ !<br /><a href=""https://www.youtube.com/watch?v=J9k-SAcZhz0"">https://www.youtube.com/watch?v=J9k-SAcZhz0</a><br /><a href=""https://youtu.be/syxGOH7Qxg0"">https://youtu.be/syxGOH7Qxg0</a>","KURWA MAĆ ! JEST GRUBA SPRAWA ! ZABIĆ POLSKĘ ! ZABIĆ POLAKÓW ! SZCZEPIONKAMI Z NEUROTOKSYNAMI ! OD 01.12.2017 WCHODZI USTAWA PRZYGOTOWUJĄCA DO PRZYMUSOWYCH SZCZEPIEŃ DLA WSZYSTKICH POLAKÓW, BEZ WZGLĘDU NA WIEK !
TO SĄ NIEMIECKIE SZCZEPIONKI. LUDZIE W POLSCE, ZDROWE DZIECI I DOROŚLI JUŻ UMIERAJĄ PO PODOBNYCH. 
KURWA MAĆ ! OBUDŹCIE SIĘ !
https://www.youtube.com/watch?v=J9k-SAcZhz0
https://youtu.be/syxGOH7Qxg0","TRUE","none","3",2017-11-29 11:36:46,2017-12-01 14:32:20,NA,NA
"72","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","KoKoS Rap","https://yt3.ggpht.com/-2JcNrRGd16k/AAAAAAAAAAI/AAAAAAAAAAA/sGuek99mFtM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCLpc8BnNXPLisvZ-YNXwiow","UCLpc8BnNXPLisvZ-YNXwiow","NLi6Eb6N4lc","Superrrrr az ciarki przechadza :D czuc to cos","Superrrrr az ciarki przechadza :D czuc to cos","TRUE","none","1",2017-11-28 17:12:29,2017-11-28 17:12:29,NA,NA
"73","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Boss Boss","https://yt3.ggpht.com/-zUTedW09jaE/AAAAAAAAAAI/AAAAAAAAAAA/KWlDMH3soRU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC2B343aem8rrilo1zUiXZeQ","UC2B343aem8rrilo1zUiXZeQ","NLi6Eb6N4lc","Łza się w oku kręci ...","Łza się w oku kręci ...","TRUE","none","17",2017-11-27 17:56:44,2017-11-27 17:56:44,NA,NA
"74","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","HeLL Be hemoth","https://yt3.ggpht.com/-kboomY6ebxY/AAAAAAAAAAI/AAAAAAAAAAA/JkU8PsFVaWA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCP6Fz2-6Mvw2dLtnF-YrSew","UCP6Fz2-6Mvw2dLtnF-YrSew","NLi6Eb6N4lc","Ten wasz Bóg w ciele człowieka to żyd zwany Jezusem którego żydzi ukrzyżowali a wy się do niego modlicie :D Brawo,zero logiki :D","Ten wasz Bóg w ciele człowieka to żyd zwany Jezusem którego żydzi ukrzyżowali a wy się do niego modlicie :D Brawo,zero logiki :D","TRUE","none","0",2017-11-27 16:48:50,2017-11-27 16:48:50,NA,NA
"75","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Hubert Płonka","https://yt3.ggpht.com/-_fvtdJLsi3k/AAAAAAAAAAI/AAAAAAAAAAA/q8MkmEfpBVE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCAIWpMvf8aRrZjHratqSVDA","UCAIWpMvf8aRrZjHratqSVDA","NLi6Eb6N4lc","Za każdym razem jak słyszę Rotę przechodzą mnie dreszcze jest to niesamowicie patryjotyczna pieś kocham moją ojczyznę kocham jej historiię, godło, flagę I NIE POZWOLĘ MIANA POLSKI I WOLNOŚCI ZGNIEŚĆ!!! 🇵🇱HWAŁA WIELKIEJ POLSCE!!!🇵🇱 HWAŁA!!!!! 🇵🇱","Za każdym razem jak słyszę Rotę przechodzą mnie dreszcze jest to niesamowicie patryjotyczna pieś kocham moją ojczyznę kocham jej historiię, godło, flagę I NIE POZWOLĘ MIANA POLSKI I WOLNOŚCI ZGNIEŚĆ!!! 🇵🇱HWAŁA WIELKIEJ POLSCE!!!🇵🇱 HWAŁA!!!!! 🇵🇱","TRUE","none","6",2017-11-27 14:04:46,2017-11-27 14:04:46,NA,NA
"76","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Pawel Lll","https://yt3.ggpht.com/-rbfGob2cjtg/AAAAAAAAAAI/AAAAAAAAAAA/RGsp0P2rCmc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCymxtOVTxYNF8IaEJ9zcOrA","UCymxtOVTxYNF8IaEJ9zcOrA","NLi6Eb6N4lc","Jakie macie pomysły na hasło marszu niepodległości 2018?","Jakie macie pomysły na hasło marszu niepodległości 2018?","TRUE","none","6",2017-11-26 22:45:44,2017-11-26 22:45:44,NA,NA
"77","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Hadriana","https://yt3.ggpht.com/-orpRFnIpXLg/AAAAAAAAAAI/AAAAAAAAAAA/mBXCkoKlTsA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCHCL5HdA6UmCjjNVliin2pQ","UCHCL5HdA6UmCjjNVliin2pQ","NLi6Eb6N4lc","Piekny Hymn","Piekny Hymn","TRUE","none","4",2017-11-26 22:00:14,2017-11-26 22:00:14,NA,NA
"78","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Marysia XD","https://yt3.ggpht.com/-5HbcvHNsLbE/AAAAAAAAAAI/AAAAAAAAAAA/xExplMSId-0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCuwiJQLXQIZ7O4ADFGu6_1A","UCuwiJQLXQIZ7O4ADFGu6_1A","NLi6Eb6N4lc","ONR-największe gówno, życzę wszystkiego najgorszego:) żegnam","ONR-największe gówno, życzę wszystkiego najgorszego:) żegnam","TRUE","none","0",2017-11-26 20:24:55,2017-11-26 20:24:55,NA,NA
"79","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Atendite a falsis prophetis","https://yt3.ggpht.com/-qakBU_hyPDY/AAAAAAAAAAI/AAAAAAAAAAA/YeG5L1_Aljs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC51hug_tbFc34I8w6rCmX2Q","UC51hug_tbFc34I8w6rCmX2Q","NLi6Eb6N4lc","Pies was jebał czarne onrowskie śmiecie","Pies was jebał czarne onrowskie śmiecie","TRUE","none","0",2017-11-26 18:37:35,2017-11-26 18:37:35,NA,NA
"80","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Darius Sagittarius","https://yt3.ggpht.com/-2KJtE9fndF4/AAAAAAAAAAI/AAAAAAAAAAA/1nia63c7tfo/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCMYxGAHcq-0zI1cdVbGN9Ew","UCMYxGAHcq-0zI1cdVbGN9Ew","NLi6Eb6N4lc","Piękne !","Piękne !","TRUE","none","8",2017-11-26 01:00:21,2017-11-26 01:00:21,NA,NA
"81","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Tom Lakoma","https://yt3.ggpht.com/-ikv8GCNH1V8/AAAAAAAAAAI/AAAAAAAAAAA/4RLZufnA--I/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC-WwfQYsJza-w_f_kNMK1sw","UC-WwfQYsJza-w_f_kNMK1sw","NLi6Eb6N4lc","Wszyscy co post nie lubie to nie policy.!!!!!!","Wszyscy co post nie lubie to nie policy.!!!!!!","TRUE","none","4",2017-11-25 23:01:29,2017-11-25 23:01:59,NA,NA
"82","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","KaMiL CiO","https://yt3.ggpht.com/-Qbylr08DmVM/AAAAAAAAAAI/AAAAAAAAAAA/Tb9hOn-eJnU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC3TrO9bmQ81RtjwV6gcMruw","UC3TrO9bmQ81RtjwV6gcMruw","NLi6Eb6N4lc","Tak nam dopomóż Bóg .","Tak nam dopomóż Bóg .","TRUE","none","11",2017-11-25 17:23:57,2017-11-25 17:23:57,NA,NA
"83","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Dariusz P.","https://yt3.ggpht.com/-1txSJ20Uff0/AAAAAAAAAAI/AAAAAAAAAAA/8g8iEmiQkYU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UClmUfWQEgnz_KTpqDZlZryw","UClmUfWQEgnz_KTpqDZlZryw","NLi6Eb6N4lc","To powinien być nasz hymn. Ciągle aktualne.","To powinien być nasz hymn. Ciągle aktualne.","TRUE","none","24",2017-11-25 15:07:34,2017-11-25 15:07:34,NA,NA
"84","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Mariusz Kaczorowski","https://yt3.ggpht.com/-0bcOqmdnDWA/AAAAAAAAAAI/AAAAAAAAAAA/AzbjZGhN92o/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC-DjkC_uBAj80vbqQGD8epA","UC-DjkC_uBAj80vbqQGD8epA","NLi6Eb6N4lc","Lza sie w oku kreci, chocbym mial z ziemi wloskiej do Polski na kolanach, to w przyszlym roku jestem! CHWALA WIELKIEJ POLSCE!!!!!!!","Lza sie w oku kreci, chocbym mial z ziemi wloskiej do Polski na kolanach, to w przyszlym roku jestem! CHWALA WIELKIEJ POLSCE!!!!!!!","TRUE","none","7",2017-11-25 10:45:52,2017-11-25 10:45:52,NA,NA
"85","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Maria Jordan","https://yt3.ggpht.com/-wHQauQP7s08/AAAAAAAAAAI/AAAAAAAAAAA/utGzE2QlgR4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCmDGDNL-hc8cD_8raWirpmw","UCmDGDNL-hc8cD_8raWirpmw","NLi6Eb6N4lc","Dumna jestem z mego narodu odzyskujacego swiadomosc kim powinnysmy byc! Pozdrawiam z Kanady, ktora traci urok gdy tak wspaniale rzeczy dzieja sie w Ojczyznie!","Dumna jestem z mego narodu odzyskujacego swiadomosc kim powinnysmy byc! Pozdrawiam z Kanady, ktora traci urok gdy tak wspaniale rzeczy dzieja sie w Ojczyznie!","TRUE","none","20",2017-11-25 05:10:13,2017-11-25 05:19:31,NA,NA
"86","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Exxp Exxp","https://yt3.ggpht.com/-SYIIcvIIYU8/AAAAAAAAAAI/AAAAAAAAAAA/Qete7cQvsTE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UC6TJHdDWglc8D2Q_LzZzykQ","UC6TJHdDWglc8D2Q_LzZzykQ","NLi6Eb6N4lc","to powinien być hymn Polski.  mazurek jest juz nieaktualny","to powinien być hymn Polski.  mazurek jest juz nieaktualny","TRUE","none","13",2017-11-24 11:59:14,2017-11-24 11:59:14,NA,NA
"87","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","Stanisława Zapała","https://yt3.ggpht.com/-LWhYxV72310/AAAAAAAAAAI/AAAAAAAAAAA/h2UmBKgeAXI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCM7ZLCy7lQAkXVHTPQbb4OA","UCM7ZLCy7lQAkXVHTPQbb4OA","NLi6Eb6N4lc","Pięknie. Chwała WIELKIEJ POLSCE.","Pięknie. Chwała WIELKIEJ POLSCE.","TRUE","none","9",2017-11-23 13:32:33,2017-11-23 13:32:33,NA,NA
"88","migration","pl","UC_ntaIWaLOutp-eUhcDrp8A","LUCYNA KOSSOWSKA","https://yt3.ggpht.com/-zk79JXkF-D4/AAAAAAAAAAI/AAAAAAAAAAA/AJNrSc-OpiY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg","http://www.youtube.com/channel/UCKTDXbhNg0HAv_Nyw_irzeQ","UCKTDXbhNg0HAv_Nyw_irzeQ","NLi6Eb6N4lc","Zawsze, kiedy słyszę Rotę, ze wzruszenia jakby mi serce pęknąć chciało... Teraz oglądając Was ją śpiewających, serce mi pęka z radości, dumy i poczucia wspólnoty. Dzięki!","Zawsze, kiedy słyszę Rotę, ze wzruszenia jakby mi serce pęknąć chciało... Teraz oglądając Was ją śpiewających, serce mi pęka z radości, dumy i poczucia wspólnoty. Dzięki!","TRUE","none","8",2017-11-22 20:27:42,2017-11-22 20:27:42,NA,NA
