status_id,created_at,user_id,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,start_time,end_time,qt,q
970995140612575233,2018-03-06T12:10:56Z,322739702,Banasiak1,"@FundacjaFOR @KancelariaSejmu @MarekTatala @PatrykWachowiec @SiecObywatelska @JudgesSsp @hfhrpl @dane_publiczne ""Po co państwu ta wiedza""?",Twitter Web Client,26,970991720493174785,732461928,FundacjaFOR,FALSE,FALSE,3,0,,,,,,,,,,,,,,732461928|2534478097|747708529|3077668144|2151794701|4512947967|256075190|743796125665230848,FundacjaFOR|KancelariaSejmu|MarekTatala|PatrykWachowiec|SiecObywatelska|JudgesSsp|hfhrpl|dane_publiczne,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970993472487542785,2018-03-06T12:04:18Z,753541046,Dariusz_X,"@FundacjaFOR @KancelariaSejmu @MarekTatala @PatrykWachowiec @SiecObywatelska @JudgesSsp @hfhrpl @dane_publiczne Tak, sąd to jedyna droga. 😉",Twitter Web Client,27,970991720493174785,732461928,FundacjaFOR,FALSE,FALSE,0,0,,,,,,,,,,,,,,732461928|2534478097|747708529|3077668144|2151794701|4512947967|256075190|743796125665230848,FundacjaFOR|KancelariaSejmu|MarekTatala|PatrykWachowiec|SiecObywatelska|JudgesSsp|hfhrpl|dane_publiczne,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970993389687713794,2018-03-06T12:03:58Z,334084203,computexPL,@FundacjaFOR @KancelariaSejmu @MarekTatala @PatrykWachowiec @SiecObywatelska @JudgesSsp @hfhrpl @dane_publiczne PIS idąc do wyborów obiecywał transparentność władzy? Czy może trzeba dołączyć obietnicę do listy niespełnionych?,Twitter for Windows,113,970991720493174785,732461928,FundacjaFOR,FALSE,FALSE,2,0,,,,,,,,,,,,,,732461928|2534478097|747708529|3077668144|2151794701|4512947967|256075190|743796125665230848,FundacjaFOR|KancelariaSejmu|MarekTatala|PatrykWachowiec|SiecObywatelska|JudgesSsp|hfhrpl|dane_publiczne,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970979706530156551,2018-03-06T11:09:36Z,2151794701,SiecObywatelska,"Pytanie @FundWolnosci o sygnaturę sprawy odpowiedź @Miasto_Lublin zawiera ciąg znaków, które nie są zrozumiałe, ale kto by się przejmował, że będzie teraz sprawa w sądzie @prezydentZuk nie płaci za to ze swoich pieniędzy, a z pieniędzy podatników - gratulujemy standardów #jawność https://t.co/FHXurj4lxm",Twitter Web Client,280,,,,FALSE,FALSE,10,6,jawność,,,,,http://pbs.twimg.com/media/DXmbsTwW4AArCx0.jpg,https://t.co/FHXurj4lxm,https://twitter.com/SiecObywatelska/status/970979706530156551/photo/1,photo,http://pbs.twimg.com/media/DXmbsTwW4AArCx0.jpg,https://t.co/FHXurj4lxm,https://twitter.com/SiecObywatelska/status/970979706530156551/photo/1,,872141366|709326636836102144|798503230976249856,FundWolnosci|Miasto_Lublin|prezydentZuk,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970960951372546048,2018-03-06T09:55:05Z,4041866062,MagazynKolejowy,"@SiecObywatelska @MorawieckiM @MF_GOV_PL @PremierRP Norma
standardy jawności",Twitter Web Client,24,970955176982056960,2151794701,SiecObywatelska,FALSE,FALSE,0,0,,,,,,,,,,,,,,2151794701|939053934232195072|2913597448|57626153,SiecObywatelska|MorawieckiM|MF_GOV_PL|PremierRP,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970955176982056960,2018-03-06T09:32:08Z,2151794701,SiecObywatelska,"Premier @MorawieckiM o jawności i nagrodach na konferencji prasowej https://t.co/1KLSi7plxY zapomniał dodać, że odmawiał informacji o nagrodach @MF_GOV_PL zaczęło się 04.2016  był już sąd II SA/Wa 1415/16 a teraz kolejna decyzja ile jeszcze się będziemy o to bić? @PremierRP https://t.co/YBMdq5SlYa",Twitter Web Client,274,,,,FALSE,FALSE,38,25,,,bit.ly/KPRM_jawnosc,https://t.co/1KLSi7plxY,http://bit.ly/KPRM_jawnosc,http://pbs.twimg.com/media/DXmF-htW4AAQgII.jpg,https://t.co/YBMdq5SlYa,https://twitter.com/SiecObywatelska/status/970955176982056960/photo/1,photo,http://pbs.twimg.com/media/DXmF-htW4AAQgII.jpg,https://t.co/YBMdq5SlYa,https://twitter.com/SiecObywatelska/status/970955176982056960/photo/1,,939053934232195072|2913597448|57626153,MorawieckiM|MF_GOV_PL|PremierRP,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970952868302872576,2018-03-06T09:22:57Z,2151794701,SiecObywatelska,@EwaIvanova @MorawieckiM @PK_GOV_PL #Jawność premiera @MorawieckiM to 3 lata batalii w sądach (II SA/Wa 1415/16) i odwołaniach o nagrody w @MF_GOV_PL właśnie złożyliśmy kolejną skargę https://t.co/iWyqJsZdMN,Twitter Web Client,147,970607510100086784,1318826438,EwaIvanova,FALSE,FALSE,6,5,Jawność,,,,,http://pbs.twimg.com/media/DXmEIyyX0AAHmxF.jpg,https://t.co/iWyqJsZdMN,https://twitter.com/SiecObywatelska/status/970952868302872576/photo/1,photo,http://pbs.twimg.com/media/DXmEIyyX0AAHmxF.jpg,https://t.co/iWyqJsZdMN,https://twitter.com/SiecObywatelska/status/970952868302872576/photo/1,,1318826438|939053934232195072|882099974|939053934232195072|2913597448,EwaIvanova|MorawieckiM|PK_GOV_PL|MorawieckiM|MF_GOV_PL,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970938550941339648,2018-03-06T08:26:04Z,1966517456,JanMencwel,@Jan_Kunert @hannagw @MiastoJestNasze @KubaChelminski @k_wisniewska @roody102 @Tomasz_Walczak @AgataKowalskaPF @SiecObywatelska @K_Izdebski @BMilczarczyk pierwotny wniosek złożyliśmy 18 grudnia. Żądaliśmy też udostępnienia umów i faktur na realizację kampanii. Do dziś nic nie otrzymaliśmy...,Twitter Web Client,138,970938068793511936,2359615603,Jan_Kunert,FALSE,FALSE,0,0,,,,,,,,,,,,,,2359615603|198431548|1960626020|908392505095458816|1565149302|16840055|2339158777|156397879|2151794701|2228386802|1577905410,Jan_Kunert|hannagw|MiastoJestNasze|KubaChelminski|k_wisniewska|roody102|Tomasz_Walczak|AgataKowalskaPF|SiecObywatelska|K_Izdebski|BMilczarczyk,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970938068793511936,2018-03-06T08:24:09Z,2359615603,Jan_Kunert,@JanMencwel @hannagw @MiastoJestNasze @KubaChelminski @k_wisniewska @roody102 @Tomasz_Walczak @AgataKowalskaPF @SiecObywatelska @K_Izdebski @BMilczarczyk Słabo.,Twitter for iPhone,6,970937086617575424,1966517456,JanMencwel,FALSE,FALSE,2,0,,,,,,,,,,,,,,1966517456|198431548|1960626020|908392505095458816|1565149302|16840055|2339158777|156397879|2151794701|2228386802|1577905410,JanMencwel|hannagw|MiastoJestNasze|KubaChelminski|k_wisniewska|roody102|Tomasz_Walczak|AgataKowalskaPF|SiecObywatelska|K_Izdebski|BMilczarczyk,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970937570778669056,2018-03-06T08:22:10Z,719259976854827008,BartoszczePL,@JanMencwel @hannagw @MiastoJestNasze @Jan_Kunert @KubaChelminski @k_wisniewska @roody102 @Tomasz_Walczak @AgataKowalskaPF @SiecObywatelska @K_Izdebski a co z pełnomocnictwami Jakuba R.?https://t.co/T4lbhYg3Mx,Twitter for Windows,58,970936489294159872,1966517456,JanMencwel,TRUE,FALSE,1,0,,,twitter.com/BartoszczePL/s…,https://t.co/T4lbhYg3Mx,https://twitter.com/BartoszczePL/status/969138217042808832,,,,,,,,,1966517456|198431548|1960626020|2359615603|908392505095458816|1565149302|16840055|2339158777|156397879|2151794701|2228386802,JanMencwel|hannagw|MiastoJestNasze|Jan_Kunert|KubaChelminski|k_wisniewska|roody102|Tomasz_Walczak|AgataKowalskaPF|SiecObywatelska|K_Izdebski,pl,969138217042808832,no i nadal nie wiem jakie pełnomocnictwa miał R. po trzech latach od zakończenia pracy w ratuszu https://t.co/kvmuZtTx6C,2018-03-01T09:12:11Z,,0,0,719259976854827008,BartoszczePL,Bartoszcze SL 💯 🇵🇱🇱🇹🏳️‍🌈,288,111,20650,"Śląskie, Polska","eeee.... tego.... (prawo, sport, F1, wszystko - kolejność dowolna);
nic nie oznacza niczego, koleżanko i kolego",FALSE,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970937086617575424,2018-03-06T08:20:15Z,1966517456,JanMencwel,"@Jan_Kunert @hannagw @MiastoJestNasze @KubaChelminski @k_wisniewska @roody102 @Tomasz_Walczak @AgataKowalskaPF @SiecObywatelska @K_Izdebski @BMilczarczyk No niby info publiczne, ale w odpowiedzi na nasze zapytanie, Ratusz ""sprytnie"" odpowiedział tylko na 1 z 2 zawartych w nim pytań... https://t.co/ysi7N3dx4g",Twitter Web Client,155,970936753875050496,2359615603,Jan_Kunert,FALSE,FALSE,0,0,,,facebook.com/miastojestnasz…,https://t.co/ysi7N3dx4g,https://www.facebook.com/miastojestnasze/photos/a.201612000340182.1073741828.201589477009101/355312638303450/?type=3&theater,,,,,,,,,2359615603|198431548|1960626020|908392505095458816|1565149302|16840055|2339158777|156397879|2151794701|2228386802|1577905410,Jan_Kunert|hannagw|MiastoJestNasze|KubaChelminski|k_wisniewska|roody102|Tomasz_Walczak|AgataKowalskaPF|SiecObywatelska|K_Izdebski|BMilczarczyk,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970936753875050496,2018-03-06T08:18:55Z,2359615603,Jan_Kunert,@JanMencwel @hannagw @MiastoJestNasze @KubaChelminski @k_wisniewska @roody102 @Tomasz_Walczak @AgataKowalskaPF @SiecObywatelska @K_Izdebski No wiesz @BMilczarczyk. Przeca to info publiczne.,Twitter for iPhone,49,970936489294159872,1966517456,JanMencwel,FALSE,FALSE,2,0,,,,,,,,,,,,,,1966517456|198431548|1960626020|908392505095458816|1565149302|16840055|2339158777|156397879|2151794701|2228386802|1577905410,JanMencwel|hannagw|MiastoJestNasze|KubaChelminski|k_wisniewska|roody102|Tomasz_Walczak|AgataKowalskaPF|SiecObywatelska|K_Izdebski|BMilczarczyk,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970624153517772800,2018-03-05T11:36:46Z,732679559221542912,Dariuzs_1,@SiecObywatelska @hannagw I jak poznaliście . Proszę o info jawne,Twitter Web Client,39,791560214172540928,2151794701,SiecObywatelska,FALSE,FALSE,0,0,,,,,,,,,,,,,,2151794701|198431548,SiecObywatelska|hannagw,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
970614345712439296,2018-03-05T10:57:47Z,732679559221542912,Dariuzs_1,"@SiecObywatelska Bo ustawa o petycjach, spieprz...... przez Komora, powinna być zmieniona. Większe sankcje za brak publikacji, skrócony czas na odpowiedź i sankcja za zdawkowe albo wręcz głupie odpowiedzi. I oto wasz piesek powinien w głównej mierze walczyć.",Twitter Web Client,241,967036302607704064,2151794701,SiecObywatelska,FALSE,FALSE,0,0,,,,,,,,,,,,,,2151794701,SiecObywatelska,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
969843413599358976,2018-03-03T07:54:23Z,4025468357,blazej_61,"@Jan_Kunert @SiecObywatelska Wydawali tyle samo co za PO, a nawet ciut mniej",Twitter for Android,47,969623715750338560,2359615603,Jan_Kunert,FALSE,FALSE,0,0,,,,,,,,,,,,,,2359615603|2151794701,Jan_Kunert|SiecObywatelska,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
969843015517863937,2018-03-03T07:52:48Z,1522421904,Mariush8,@Jan_Kunert @SiecObywatelska To tylko 75 razy więcej. Retoryka Bartusia-ciekaw jestem ile on sam wydał🧐,Twitter for iPhone,74,969623715750338560,2359615603,Jan_Kunert,FALSE,FALSE,1,0,,,,,,,,,,,,,,2359615603|2151794701,Jan_Kunert|SiecObywatelska,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
969842354466230274,2018-03-03T07:50:10Z,2881302947,yurecl,"@Jan_Kunert @SiecObywatelska czyżby platynowe widelce, wysadzane diamentami?",Twitter Web Client,47,969623715750338560,2359615603,Jan_Kunert,FALSE,FALSE,0,0,,,,,,,,,,,,,,2359615603|2151794701,Jan_Kunert|SiecObywatelska,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,2018-03-13T14:27:34.708156Z,2018-03-13T14:27:38.702818Z,account,@SiecObywatelska OR from:SiecObywatelska OR to:SiecObywatelska
